ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,
1,32:56:00,A2-2,L1-1,Robot,Can you count the number of houses?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:59:00,A2-2,L1-1,Child,"1, 2",,,,,,,,,1,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,
1,33:00:00,A2-2,L1-1,Parent,"Good job, and then push the button for the answer",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,33:04:00,A2-2,L1-1,Child,This one?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:08:00,A2-2,L1-1,Parent,Did you get it turn green?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:11:00,A2-2,L1-1,Robot,"1, 2. I see two different colors of houses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45:26:00,A2-2,L4-3,Robot,How many slices of pizza would be left if 2 of Pete's friends ate their slices?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45:34:00,A2-2,L4-3,Child,"1, 2, 3, 4",,,,,,,,,1,,,1,4,,1,,1,,,,,,1,,,,,,,,,,,,,
1,45:42:00,A2-2,L4-3,Parent,Is that your answer or do you want help?,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1,45:44:00,A2-2,L4-3,Child,I want help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
