ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
8,28:35:00,A2-1,,Parent,"I don't know what he's gonna do he looks like he. I don't know what he's gonna do. Okay, oh read with Misty. Do you want to turn it you want to turn the page? This is Misty. Look her eyes opened Misty loves to read books with friends. Oh yeah, what's her name?",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29:22:00,A2-1,,Child,I don't know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29:24:00,A2-1,,Parent,Should we actually did this  Her name is Misty.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,29:27:00,A2-1,,Child,Misty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29:28:00,A2-1,,Parent,Oh look she's going to sleep.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,29:34:00,A2-1,,Child,Open her eyes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29:35:00,A2-1,,Parent,"Misty has a thought to share. Show this tag to Misty now. Can you show her this? Yeah, I think we have to show it to her. How do you How should we show it to her? Just hold it up?",1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
8,29:51:00,A2-1,,Researcher,We will wait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29:52:00,A2-1,,Robot,It's great to see you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29:58:00,A2-1,,Researcher,Just set it up so it will guide you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30:01:00,A2-1,,Parent,It's nice to see you too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30:04:00,A2-1,,Robot,It's so nice to meet you. I'm looking forward to spending time with you. My friends at UW Madison prepared a booklet so I can teach you what I can do. One thing you need to know about me is that I sometimes have difficulty understanding what you say. So the best way to communicate with me is through some special tags. Can you first show me the special tag on the back of the book named read with Misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30:36:00,A2-1,,Parent,Here let's show her the tag on the back of the book. It's this one can you show it to her?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
8,30:49:00,A2-1,,Robot,Perfect now you know how to let me know which book you want to read. You can start reading the book named read with Misty to me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30:59:00,A2-1,,Child,Read with Misty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
