ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
7,45:42:00,A2-2,,Parent,It's a little tiny crocodile? Kelly said pepperoni would be just fine but I really love pretzels on mine. Pete and the gang are puzzled pretzels. Well that's something new maybe pretzels could be groovy too. Let's see. Let's see what Misty says about it.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46:02:00,A2-2,L2-2,Robot,How many animals are wearing a hat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46:06:00,A2-2,L2-2,Parent,Who's wearing a hat? or what do you think?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
7,46:11:00,A2-2,L2-2,Child,that ones wearing hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46:12:00,A2-2,L2-2,Parent,Is that the same hat as me? How many of them total though in the numbers?,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
7,46:17:00,A2-2,L2-2,Child,He's big now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46:19:00,A2-2,L2-2,Parent,"I think he's like, he looks kind of frustrated. Alright, let's see. 1 hat. 1, 2, 3, 4, 5 [Spanish: Uno. Dos, Tres, Cuatro, Cinco], and?",,1,,,1,,,,,,,,5,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
7,46:29:00,A2-2,L2-2,Child,6 [Spanish: seis],,,,,,,,,1,,,,6,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51:03:00,A2-2,L4-1,Robot,How many friends would Pete have at the party? If 1 more friend joined?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51:08:00,A2-2,L4-1,Parent,"Oh, you want to hear your answer?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51:09:00,A2-2,L4-1,Robot,Pete has 5 friends at the party. So if 1 more friend joined he would have 6 friends. That looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51:18:00,A2-2,L4-1,Parent,Be gentle with Misty. Maybe she doesn't have any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51:22:00,A2-2,L4-1,Robot,How many friends with Pete have at the party. If 1 more friend joined?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51:29:00,A2-2,L4-1,Parent,"You'd have to be gentle with misty. Because you see she's a little robot. She's like a baby. She knows a lot of things but you have to be gentle with her body. Okay, it's a party, a party, a pepperoni pretzel, pistachio pickle popcorn pizza party. Hey, so how many friends did misty say he she has 1, 2, 3, 4, 5.",1,1,,,,,,,,,,,5,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
7,51:50:00,A2-2,L4-1,Child,Pizza?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51:51:00,A2-2,L4-1,Parent,"And how many things are they added? 1, 2, 3, 4, 5  Do you think that 5 tppings is enough? Like that's dropped already? No more. Let's see how yucky this oh wait, there's 1 more thing to add. Alligator said pepperoni, pretzels, pistachios, pickles and popcorn will be just fine. ",1,1,,,,,,,,,,,5,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
7,57:26:00,A2-3,L1-1,Robot,Can you count the number of family members wearing skirts?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,57:30:00,A2-3,L1-1,Parent,"Who's wearing a skirt? Yeah, just Mama. Oh, let's see what Misty says.",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
7,57:41:00,A2-3,L1-1,Robot,1. Only mom is wearing a skirt. The rest of the family is wearing pants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
