ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
8,34:50:00,A2-2,L1-1,Robot,Can you count the number of houses?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,34:54:00,A2-2,L1-1,Parent,How many houses are there on this page?,,1,,,,,,,,,,,2,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,34:56:00,A2-2,L1-1,Child,"One, Two.",,,,,,,,,1,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,35:00:00,A2-2,L1-1,Parent,That's right. I think let's ask her.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
8,35:08:00,A2-2,L1-1,Robot,"One, two, I see two different colors of houses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,42:26:00,A2-2,L3-1,Robot,I see six animals dancing on the page. What number comes after six?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,42:33:00,A2-2,L3-1,Child,Eight,,,,,,,,,1,,,1,8,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,42:34:00,A2-2,L3-1,Parent,Close.,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8,42:35:00,A2-2,L3-1,Child,Nine.,,,,,,,,,1,,,1,9,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,42:36:00,A2-2,L3-1,Parent,"No, 1,2,3,4,5,6",,1,,,,,,,,,,,6,,1,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
8,42:41:00,A2-2,L3-1,Child,"8,9,10",,,,,,,,,1,,,1,10,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,42:44:00,A2-2,L3-1,Parent,"7,8,9,1,2,3,4,,5,6,7",,1,,,,,,,,,,,9,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
8,42:46:00,A2-2,L3-1,Robot,There are 6 animals on the page. The number after six would be seven.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,47:40:00,A2-2,L4-2,Robot,How many papayas would there be if the alligator got one more?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,47:44:00,A2-2,L4-2,Parent,Well how many does he have right now?,,1,,,,,,,,,,,2,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
8,47:48:00,A2-2,L4-2,Child,two.,,,,,,,,,1,,1,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
