ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
5,32:07:00,A2-1,,Robot,Hello.it is so nice to meet you. I'm looking forward to spending time with you my friends at UW Madison prepared to book both so I can teach you what I can do. One thing you need to know about me is that I sometimes have difficulty understanding what you say. So the best way to communicate with me is through some special tags. Can you first show me the special tag on the back of the book named read with Misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33:03:00,A2-1,,Parent,Can you hold this up? Nice There we go.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33:08:00,A2-1,,Robot,Perfect. Now you know how to let me know which book you want to read. You can start reading the book named read with Misty to me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33:20:00,A2-1,,Parent,"Okay, so now do we read this thing? Okay, ready? This is misty. Hi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33:32:00,A2-1,,Child,Hi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33:35:00,A2-1,,Parent,Misty loves to read books with friends. I think that's you. Misty has a thought to share show this tag to Misty. Can you show that tag to misty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33:52:00,A2-1,,Robot,How many cats can you see on the bottom of this page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33:56:00,A2-1,,Parent,How many cats can you see,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
5,33:58:00,A2-1,,Child,"1, 2, 3",,,,,,,,,1,,,,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34:00:00,A2-1,,Parent,3. To Hear Misty is response to the question. Press answer. Press the left front bumper analysis. I think you can press there. You can do it right there. You're allowed to press buttons. Let's try it right. Let me do it.,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34:21:00,A2-1,,Researcher,"I actually pressed it harder. Oh, I think it's lagging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34:37:00,A2-1,,Parent,that one? Not quite yet. Sorry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34:38:00,A2-1,,Researcher,"Oh, have to sorry. We started. Sorry. Misty has some. Misty wants to go to the bathroom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34:50:00,A2-1,,Parent,Misty needs a break too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
